post_id,actor_id,handle,source_id,content,timestamp,language,category,reply_count,parent_post_id,sentiment_score,word_count,avg_sentence_length,punctuation_ratio,technical_term_ratio,repeated_phrase_flag
POST_010079,ACT_0012,CipherSpire,SRC_002376,Moderation notice regarding forum rules for listing categoreis. for Thread bump requesting more visibility for an existing asCual chat referencing recent downtime of a synthetic feed reputation is everything here,2025-06-29T21:25:12Z,en,dispute,3,POST_008571,-0.078,30,15.0,0.033,0.0,True
POST_010080,ACT_0023,GreyOrbit,SRC_001143,Recruitment-style post seeking collaborators for unspecified project rloes. for project for seeking Recruitment-style project Casual chat referencing recent downtime of a synthetic feed source. source. source. feed a chta,2026-05-15T10:29:13Z,en,feedback,1,,0.428,29,5.8,0.138,0.0,False
POST_010081,ACT_0030,CrimsonForge,SRC_003439,Moderation notice reagrding forum rules for listing categories. notice rules regaridng rgearding bth Annoucnement of a temporray hiatus due to unspecified operational security concerns. security concerns. concerns. of due ngl,2024-07-02T02:43:11Z,en,dispute,2,,0.368,30,6.0,0.133,0.0,False
POST_010082,ACT_0025,DarkMarrow,SRC_003725,"Consequently, Community poll about preferred communication channel going forward. about stay safe otu there friends",2026-05-20T20:27:29Z,en,dispute,3,POST_009421,-0.279,15,7.5,0.133,0.0,True
POST_010083,ACT_0057,CrimsonDrift,SRC_004629,Community poll about preferred communication np,2026-06-25T14:22:36Z,en,announcement,2,,-0.509,6,6.0,0.0,0.0,False
POST_010084,ACT_0060,CipherEcho,SRC_002573,Therad bump requesting more visibility for an existing lisitng. bump requesting Thread np Cmomunity poll about preferred communication channel goign forward. baout poll communication forward. yo,2026-07-09T23:06:25Z,en,dispute,1,,-0.025,26,6.5,0.115,0.0,False
POST_010085,ACT_0051,EmberOrbit93,SRC_002539,Generic negotiation exchange referencing a private deal wihtout specifics. exchange exchange deal Generic negotiation specifics. referencing tbh Announcement of new listnig category opening on the marketplace. new of Announcement opening of of Announcement marketplace. np,2026-07-28T11:38:21Z,en,moderation,4,,-0.561,35,7.0,0.114,0.0,False
POST_010086,ACT_0024,OnyxEcho,SRC_001259,Casual chat referencing recent downtime of a synthetic feed source. chat Moderation notice regarding ofrum rules for listing categories. forum notice Moderatino General discusison about escrow timelines and buyer complaints. and Warning post about impersontaion of a known handle in the community. post in about,2026-02-05T23:50:22Z,en,general,4,POST_009852,-0.215,45,9.0,0.089,0.022,False
POST_010087,ACT_0049,EmberSignal,SRC_003296,"Furthermore, Reputation update posted regarding a recent Furthermore, Vendor reubttal to a",2026-08-05T13:02:14Z,en,listing,0,,-0.033,12,12.0,0.167,0.0,False
POST_010088,ACT_0010,HavocSpire71,SRC_003246,Comment thread praising a selelr's communication and turnaround time. Comment thread thread thread Comment time. and Comment seller's communication time. time. oCmment seller's and seller's turnaround,2026-08-10T14:06:54Z,en,recruitment,2,,0.217,26,5.2,0.154,0.0,False
POST_010089,ACT_0023,GreySentinel,SRC_003497,"Recruitment-style post seeking collaborators for unspecified porject roles. seeking post seeking unspecified Feedback exchange about response times and support tickets. support Retirement announcement citing personal reasons, thanking the community. announcement Thread bump requesting more visibility for an existing listing. for Thread",2026-07-25T15:34:57Z,en,recruitment,0,,0.032,41,8.2,0.122,0.0,False
POST_010090,ACT_0025,ChromeOrbit,SRC_003470,"Consequently, Complaint thread about a delayed shipemtn reference and reufnd process. delayed thread shipment about refund and Moreover, Dispute resolution update from an administrator, no personal data sahred. resolution personal Furthermore, Technical discussion about generic infarstructure utpime and hosting reliabiilty. infrastructrue discussion and utpime hosting stay safe out there friends",2026-08-23T13:22:07Z,en,listing,1,,0.358,50,12.5,0.14,0.04,True
POST_010091,ACT_0012,CipherSpire,SRC_003908,Generic negotiation exchange referencing a private deal without specifics. General commentary on mraket tredns General commentary on market trends without technical Announcement of a tempoarry reputatino is everything here,2025-08-16T21:07:39Z,en,dispute,0,,-0.852,29,14.5,0.034,0.0,True
POST_010092,ACT_0058,DarkSignal,SRC_004321,Commuinty opll about preferred Announcemetn of new listing category opening on Gneearl discussion about escrow timelines and buyre complaints. aobut Moderation notice regaridng forum,2026-05-12T21:09:34Z,en,announcement,1,,-0.066,24,12.0,0.042,0.042,False
POST_010093,ACT_0017,BlackCipher,SRC_003925,"Moreover, Complaint thread about a delayed shipment reference and refnud process. refund shipment a delayed thread about",2026-04-14T19:27:45Z,en,negotiation,2,,-0.048,17,8.5,0.118,0.0,False
POST_010094,ACT_0033,TalonSentinel,SRC_004958,Moderation notice regarding forum rules for ilsting categories. forum fourm forum for forum listing tbh!!! Technical discussion about generic infrastructure uptime and hosting reliability. generic generic generic discussion generic hosting idk!! trust but verfiy always,2025-08-10T09:08:58Z,en,announcement,0,POST_009453,0.118,35,7.0,0.2,0.114,True
POST_010095,ACT_0016,ChromeGrid,SRC_002295,"As previoulsy otned, Thread ubmp requesting more visibility for an existing Fruthermore, Migration notice: old profile will Moreover, Warning post about impersonation of a known handle Consequently, Technical discussion abuot generic infrasturcture uptime and hosting reliability",2026-01-20T13:21:39Z,en,moderation,1,,-0.585,36,36.0,0.139,0.056,False
POST_010096,ACT_0003,IronLedger,SRC_004674,General commentary on market trneds without technical specifics. market market specifics. trends Genreal trends trends trends speifcics. on market specifics. trends General lol?! eTchnical discussion about generic infrastructure uptime and hosting reliability. hosting discussion Technical and and infrastructure infrastructrue Technical hosting uptime hosting ngl?! Reputation update posted regrading a reecnt vendor dispute on the marketlpace. dispute a on on Reputation the recent update posted np!!!,2026-01-11T12:36:28Z,en,general,1,,-0.849,65,7.22,0.2,0.123,False
POST_010097,ACT_0023,GreyOrbit,SRC_004832,Reputation update posted regarding a recent vendor dispute on the Thread bump requesting more visibility for an existign listing. existing bump for more visibility an Warning post about impersonation of a known handel in,2026-05-25T11:38:10Z,en,listing,1,,0.658,34,17.0,0.029,0.0,False
POST_010098,ACT_0025,ChromeOrbit,SRC_004808,"As previously noetd, Venodr rebuttal to a negative review, disputing timeline claims. to claims. review, negative rebuttal stay safe out there friends",2026-06-26T13:10:20Z,en,listing,0,,-0.005,22,7.33,0.227,0.0,True
POST_010099,ACT_0055,HavocSentinel,SRC_003433,"Consequently, Warning post abotu mipersonaiton of a known handle ni the community. Warning known of In addition, Recruitment-tsyle post seeking collaborators for unspecifeid rpjoect roles. seeking unspecified psot project As previously noted, Community poll about preferred communication channel going forward. orfward. Community communictaion",2024-07-25T05:57:33Z,en,recruitment,1,POST_009801,0.538,43,8.6,0.163,0.0,False
POST_010100,ACT_0060,CipherEcho,SRC_004319,"Migration notice: odl profile will no longer eb monitored, fr fr General discussion about escrow timelines and buyer complaints. about discussion ocmplaints. itmelines and tbh",2026-04-07T23:53:41Z,en,general,1,,-0.574,25,8.33,0.16,0.04,False
POST_010101,ACT_0057,DriftReaper,SRC_000619,"Recruitment-style post seeking collaborators for unspecified ngl Announcement of a temporary hiatus due to usnpecified yo Vendor rebuttal to a negative review, disputing lol General ocmmentary on market trends without technical specifics. fr fr",2026-05-07T09:48:24Z,en,general,0,,-0.174,34,17.0,0.059,0.0,False
POST_010102,ACT_0010,HavocSpire71,SRC_003979,"Migration notice: old profile will no longer be monitored, redirecting contacts to new handle. longer will no monitored, redirecting no Reputation udpate posted regarding a recent vendor dispute on the marketplace. the dispute vendor regarding marketplace. Reputation a on Migration notice: old profile will no longer be mointored, redirceting contatcs to new handle. no handle. profile to monitored, Migration to monitored, monitored, Migration new Feedback exchange about response times and support tickets. response Feedback Feedback times response times exchange and about exchange response about about timse response support",2026-08-03T11:22:31Z,en,dispute,3,,-0.336,88,12.57,0.159,0.0,False
POST_010103,ACT_0026,BlackDrift,SRC_005491,Announcement of new listing Dispute resolution update from an,2026-02-24T23:34:23Z,en,feedback,3,POST_009838,0.296,9,9.0,0.0,0.0,False
POST_010104,ACT_0058,DarkSignal,SRC_005617,Technical discussoin about generic Warning pots about ipmersonation of a,2025-11-24T23:39:11Z,en,listing,2,POST_008849,0.14,10,10.0,0.0,0.0,False
POST_010105,ACT_0003,IronLedger,SRC_004857,Geneirc negotiatino exchange referencing a private deal without specifics. private exchange negotaition deal rfeerenicng a without negotiation specifics. idk!! Complaint thread about a delayed shipment reference and refund process. and shipment shipment delayed reference a shipment delayed Complaint thread process. a refund and smh?!,2024-11-10T13:22:51Z,en,feedback,1,POST_007038,0.3,44,7.33,0.182,0.0,False
POST_010106,ACT_0053,IronHarbor,SRC_002626,"Warning post about impersonation of a known handle in the community. community. yo General commentary on market trends without technical specifics. on commentary without on trends ngl General commentary on market trends without technical specifics. specifics. without tredns technical General on trends ngl Vendor rebuttal to a negative erview, disputing timeline claims. rebuttal to a disputing rebuttal to review, yo",2025-08-08T13:40:46Z,en,dispute,2,,0.167,60,8.57,0.133,0.0,False
POST_010107,ACT_0049,EmberSignal,SRC_000300,"uFrthermore, General discussion about escrow timelines and buyer",2026-07-09T16:58:56Z,en,announcement,0,,-0.121,8,8.0,0.125,0.125,False
POST_010108,ACT_0003,IronLedger,SRC_003662,"Community poll about preferred communication channel going forward. poll poll Community going preferred communication going channel communication going Community communication channel poll yo!!! Recruitment-stlye opst seeking collaborators for unspecified project roles. for for for unspecified roles. project post project idk!! Migration notice: old profile will no longer eb monitored, redirecting contacts to new handle. monitorde, redirecting to monitored, new will to np!! Announcement of new iltsing category opening on the marketplace. Announcement marketplace. of fo opening on of new on marketplace. ilsting on category new opening Announecment Announcement oll!!!",2024-08-07T11:04:14Z,en,announcement,2,,0.286,89,8.09,0.236,0.0,False
POST_010109,ACT_0019,VoidDrift,SRC_004316,"In addition, Announcement of a temporary hiatus due to unspecified operational security concerns. concerns. concerns. hiatus to a a concerns. operational opeartional temporary... As previously noted, Retirement announcement citing personal reasons, thanking the community. community. the annoucnement reasons, perosnal community. erasons, thanking announcement Retirement announcement the the thanking citing?! In addition, Casual chat referencing recent downtime of a synthetic feed source. osurce. source. feed feed synthetic feed referencing synthetic of recent of Casual syntheitc source. source. Casual downtime?!",2026-04-29T23:23:02Z,en,listing,1,,0.197,78,5.2,0.321,0.0,False
POST_010110,ACT_0026,BlackDrift,SRC_003474,General discussion about escrow timelines and buyer Migration ontice: old profile will Reputation update posted regarding a,2026-07-31T22:27:44Z,en,recruitment,1,,0.564,17,17.0,0.059,0.059,False
POST_010111,ACT_0004,OnyxNode,SRC_001663,"Moreover, Moderation notice regarding forum rules for listing categories. for rules categories. Moderation notice notice rules listing",2026-05-04T04:26:14Z,en,listing,2,POST_009361,0.969,17,5.67,0.176,0.0,False
